,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Egvekinot,66.3167,-179.1667,50.0,85,100,4.56,RU,1627179124
354,Husavik,66.0449,-17.3389,51.08,89,69,3.29,IS,1627179124
355,Raja,8.4596,25.678,70.92,85,100,4.52,SS,1627179125
356,Samaná,19.2056,-69.3369,78.03,92,98,4.68,DO,1627179071
357,Ambikāpur,23.1167,83.2,74.28,92,95,5.82,IN,1627179125
358,Goundam,16.4145,-3.6708,85.19,49,100,4.85,ML,1627179125
359,San Ramon,37.7799,-121.978,94.66,45,1,8.99,US,1627178922
360,Coronado,32.6859,-117.1831,81.5,80,75,8.05,US,1627179126
361,Tiznit Province,29.5833,-9.5,79.97,45,41,0.76,MA,1627179126
362,Palmar de Varela,10.7406,-74.7544,77.2,90,100,5.39,CO,1627179126
363,Ormara,25.2088,64.6357,82.15,84,100,9.73,PK,1627179126
364,Marathon,44.9,-89.7668,76.53,72,1,6.91,US,1627179127
365,Manokwari,-0.8667,134.0833,81.14,73,100,8.41,ID,1627179037
366,Emerald,-23.5333,148.1667,71.35,29,0,12.44,AU,1627179127
367,Afyonkarahisar,38.75,30.6667,57.58,79,52,3.18,TR,1627179127
368,Liwonde,-15.0506,35.2035,55.99,86,87,5.88,MW,1627179128
369,Neyshabur,36.2133,58.7958,80.78,18,0,2.24,IR,1627179128
370,Isangel,-19.55,169.2667,80.69,73,25,0.72,VU,1627179128
371,Iquique,-20.2208,-70.1431,60.84,77,97,4.76,CL,1627179118
372,Ngunguru,-35.6167,174.5,61.16,72,100,18.88,NZ,1627179128
373,Masallātah,32.6167,14.0,73.9,59,0,9.62,LY,1627179129
374,Turda,46.5667,23.7833,58.82,73,3,2.39,RO,1627179129
375,Berlevåg,70.8578,29.0864,45.03,84,100,24.81,NO,1627179129
376,Banfora,10.6333,-4.7667,74.21,87,65,4.47,BF,1627179129
377,Basoko,1.2391,23.616,73.4,82,96,1.03,CD,1627179130
378,Kutum,14.2,24.6667,72.88,75,99,11.27,SD,1627179130
379,San Cristobal,7.7669,-72.225,73.58,99,100,3.83,VE,1627179130
380,Plouzané,48.3833,-4.6167,57.52,100,20,5.75,FR,1627179130
381,Oranjemund,-28.55,16.4333,61.97,21,99,15.9,NA,1627179131
382,Pandan,14.0453,124.1694,86.11,71,100,13.13,PH,1627179131
383,Ferkessédougou,9.6,-5.2,73.47,84,98,4.79,CI,1627179131
384,Kungurtug,50.5994,97.5228,60.78,86,100,1.74,RU,1627179131
385,Cuauhtémoc,28.4167,-106.8667,67.71,55,100,13.22,MX,1627179132
386,Champerico,14.3,-91.9167,83.28,76,77,2.62,GT,1627179132
387,Wajid,3.8093,43.2471,71.44,72,100,20.56,SO,1627179132
388,Minot,48.2325,-101.2963,81.12,41,1,5.75,US,1627178941
389,Pochutla,15.7432,-96.4661,84.02,90,83,3.67,MX,1627179132
390,Alghero,40.5589,8.3181,78.89,50,0,1.14,IT,1627179133
391,Kirakira,-10.4544,161.9205,84.22,75,29,9.35,SB,1627179133
392,Sillod,20.3,75.65,73.85,87,100,16.44,IN,1627179133
393,Chekhov,55.1431,37.4711,59.09,65,99,2.28,RU,1627179134
394,Houndé,11.5,-3.5167,73.15,89,65,7.49,BF,1627179134
395,Point Pedro,9.8167,80.2333,82.81,78,100,19.17,LK,1627179134
396,Margate,51.3813,1.3862,64.69,91,87,4.05,GB,1627179134
397,Juneau,58.3019,-134.4197,57.85,95,90,9.22,US,1627178904
398,Northam,51.0333,-4.2167,64.65,93,98,6.04,GB,1627179135
399,Liwale,-9.7667,37.9333,62.69,63,0,12.15,TZ,1627179135
400,San Andrés,12.5847,-81.7006,82.42,83,75,9.22,CO,1627178953
401,Kabanjahe,3.1001,98.4908,68.76,57,100,0.83,ID,1627179135
402,Kauhajoki,62.4333,22.1833,55.65,91,73,4.92,FI,1627179136
403,Nuuk,64.1835,-51.7216,39.81,93,90,10.36,GL,1627179104
404,Reconquista,-29.15,-59.65,73.44,49,98,12.66,AR,1627179015
405,San Fernando del Valle de Catamarca,-28.4696,-65.7852,62.69,36,0,3.62,AR,1627179051
406,Oxford,51.7522,-1.256,63.86,93,100,1.01,GB,1627179136
407,Harper,4.375,-7.7169,75.16,74,90,6.08,LR,1627178956
408,Comodoro Rivadavia,-45.8667,-67.5,42.66,61,0,4.61,AR,1627179136
409,Hervey Bay,-25.2986,152.8535,75.04,42,10,11.95,AU,1627178918
410,Tambopata,-12.7333,-69.1833,71.71,59,2,1.19,PE,1627179137
411,Katsuura,35.1333,140.3,87.91,69,1,12.75,JP,1627178953
412,Yangi Marg`ilon,40.4272,71.7189,83.12,32,0,2.3,UZ,1627179137
413,Wanning,18.8003,110.3967,86.52,70,26,11.23,CN,1627179137
414,The Pas,53.8251,-101.2541,64.31,74,55,6.38,CA,1627179138
415,Shimoda,34.6667,138.95,86.11,64,1,10.58,JP,1627179138
416,Alofi,-19.0595,-169.9187,78.1,78,14,9.33,NU,1627179026
417,Beitbridge,-22.2167,30.0,50.9,75,65,10.78,ZW,1627179138
418,Chennai,13.0878,80.2785,87.78,66,20,8.05,IN,1627178923
419,Ankang,32.68,109.0172,81.79,72,68,1.57,CN,1627179139
420,Sayyan,15.1718,44.3244,62.13,70,81,2.77,YE,1627179123
421,Mahon,39.8885,4.2658,77.56,73,0,19.57,ES,1627179139
422,Eydhafushi,5.1033,73.0708,82.08,75,100,11.3,MV,1627179139
423,Puerto El Triunfo,13.2833,-88.55,85.12,75,100,5.86,SV,1627179139
424,Nioro,13.35,-15.75,76.86,75,100,6.26,GM,1627179140
425,Srednekolymsk,67.45,153.6833,62.42,42,100,13.69,RU,1627179140
426,Aldama,22.9167,-98.0667,84.99,87,0,5.03,MX,1627179140
427,Lengshuitan,26.4111,111.5956,86.94,61,74,5.77,CN,1627179140
428,Tricase,39.9304,18.3553,75.25,59,0,5.53,IT,1627179141
429,Rāvar,31.2656,56.8055,81.32,13,0,2.37,IR,1627179141
430,Chicama,-7.8447,-79.1469,65.57,80,36,3.4,PE,1627179141
431,Katherine,-14.4667,132.2667,84.52,32,99,4.61,AU,1627179141
432,Bogo,11.0517,124.0055,86.59,66,52,13.11,PH,1627179125
433,Beckley,37.7782,-81.1882,74.88,79,1,0.0,US,1627179015
434,Nishihara,26.1842,127.7558,85.68,94,90,14.97,JP,1627179142
435,College,64.8569,-147.8028,69.75,57,75,11.5,US,1627179142
436,Taoudenni,22.6783,-3.9836,96.24,8,5,12.17,ML,1627179099
437,Beloha,-25.1667,45.05,58.82,62,25,7.83,MG,1627179059
438,Christchurch,-43.5333,172.6333,57.4,70,75,5.99,NZ,1627178926
439,San Quintín,30.4833,-115.95,69.01,82,100,7.99,MX,1627179142
440,Havre-St-Pierre,50.2334,-63.5986,57.43,89,10,4.7,CA,1627179143
441,Vallenar,-28.5708,-70.7581,52.03,66,0,3.02,CL,1627179076
442,Sørland,67.667,12.6934,52.61,94,100,13.58,NO,1627179143
443,Maridi,4.9158,29.4742,65.97,98,100,3.51,SS,1627179144
444,Sisimiut,66.9395,-53.6735,40.91,92,100,5.41,GL,1627179144
445,Kysyl-Syr,63.8986,122.7617,72.9,39,2,11.45,RU,1627179133
446,Bālugaon,20.1667,85.1,83.26,76,85,2.46,IN,1627179144
447,Beisfjord,68.3751,17.5988,54.25,99,100,4.68,NO,1627179144
448,Malatya Province,38.5,38.0,64.45,52,0,3.44,TR,1627179036
449,Capitán Bado,-23.2667,-55.5333,67.01,47,0,9.42,PY,1627179145
450,Walvis Bay,-22.9575,14.5053,68.09,16,0,12.5,NA,1627179124
451,Diego de Almagro,-26.3667,-70.05,53.73,46,0,0.2,CL,1627179145
452,Makīnsk,52.6292,70.4169,66.63,43,100,10.69,KZ,1627179145
453,Bereket,39.2446,55.5154,82.06,68,0,9.19,TM,1627179145
454,Visby,57.6409,18.296,46.62,100,5,2.3,SE,1627179146
455,Green River,41.5286,-109.4662,87.19,15,0,1.99,US,1627179038
456,Thunder Bay,48.4001,-89.3168,77.99,46,0,7.49,CA,1627179146
457,Dhāriwāl,31.9542,75.3192,85.59,64,100,6.82,IN,1627179146
458,Hihyā,30.6713,31.588,79.68,87,0,4.7,EG,1627179147
459,Shahr-e Bābak,30.1165,55.1186,76.23,17,3,7.74,IR,1627179147
460,Broome,42.2506,-75.833,75.45,65,75,1.99,US,1627179035
461,Buala,-8.145,159.5921,77.97,89,100,5.88,SB,1627179147
462,Kokkola,63.8385,23.1307,61.93,94,75,2.3,FI,1627179147
463,Launceston,-41.45,147.1667,45.61,74,40,5.99,AU,1627179108
464,Solwezi,-12.1688,26.3894,49.69,83,0,5.77,ZM,1627179148
465,Salé,34.0389,-6.8166,70.48,88,4,0.0,MA,1627178984
466,Dunedin,-45.8742,170.5036,47.8,59,100,15.99,NZ,1627179128
467,Acapulco de Juárez,16.8634,-99.8901,84.02,84,40,8.05,MX,1627178997
468,Anadyr,64.75,177.4833,59.0,100,100,4.0,RU,1627179148
469,Jalu,29.0331,21.5482,77.13,43,0,6.89,LY,1627179148
470,Mastic Beach,40.7668,-72.8521,74.32,84,1,8.99,US,1627179149
471,Jijiang,29.2906,106.2542,87.49,77,0,2.89,CN,1627179149
472,Marrakesh,31.6315,-8.0083,80.67,50,40,6.91,MA,1627179125
473,Bandarbeyla,9.4942,50.8122,79.99,59,33,24.05,SO,1627179149
474,Southbridge,42.0751,-72.0334,70.14,84,100,4.74,US,1627179014
475,Naze,28.3667,129.4833,78.75,90,100,20.8,JP,1627179149
476,Fereydūnkenār,36.6864,52.5225,81.46,78,63,6.93,IR,1627179150
477,Souillac,-20.5167,57.5167,67.35,74,56,12.53,MU,1627179150
478,Jaleshwar,26.6471,85.8008,85.59,73,17,11.52,NP,1627179150
479,Yunhe,34.0833,119.7167,82.38,78,100,12.71,CN,1627179151
480,Beira,-19.8436,34.8389,62.51,74,33,14.54,MZ,1627179151
481,Herat Province,34.5,62.0,77.59,11,0,31.52,AF,1627179151
482,Burē,10.7,37.0667,57.18,99,100,1.54,ET,1627179151
483,Marabba,12.35,32.1833,71.85,89,100,7.25,SD,1627179152
484,Samarai,-10.6167,150.6667,80.04,83,97,14.83,PG,1627179148
485,Sturgeon Bay,44.8342,-87.377,77.36,61,1,8.05,US,1627179152
486,Yulara,-25.2406,130.9889,64.24,29,64,9.22,AU,1627179152
487,Nachalovo,46.338,48.2013,69.73,60,0,4.47,RU,1627179152
488,Zhigansk,66.7697,123.3711,66.11,52,14,16.93,RU,1627179153
489,Wairoa,-39.0333,177.3667,56.55,74,11,4.0,NZ,1627179153
490,Hays,30.0502,-98.0336,86.97,68,0,10.25,US,1627179153
491,Kyshtovka,56.555,76.6271,72.37,78,12,3.2,RU,1627179153
492,Uíge,-7.6087,15.0613,59.11,74,0,1.5,AO,1627179154
493,Province of Mantua,45.1667,10.7833,75.81,83,16,6.78,IT,1627179154
494,Gryazi,52.4966,39.9359,62.28,58,100,4.83,RU,1627179154
495,Vondrozo,-22.8167,47.2833,56.57,72,99,6.62,MG,1627179154
496,Muisne,0.6,-80.0333,74.34,83,99,6.98,EC,1627179155
497,Tsimmerbude,54.675,20.1347,51.85,81,3,6.53,RU,1627179155
498,Lopez Jaena,10.8492,123.4278,86.2,66,75,13.04,PH,1627179155
499,Avera,33.194,-82.5271,82.27,59,96,6.24,US,1627179155
500,Superior,46.7208,-92.1041,75.29,50,1,4.61,US,1627179098
501,Calvinia,-31.4707,19.776,41.85,27,11,10.4,ZA,1627179156
502,Kadarkút,46.2362,17.6201,68.92,66,90,8.68,HU,1627179156
503,Quatre Cocos,-20.2078,57.7625,67.08,74,71,15.55,MU,1627179156
504,Haines Junction,60.7522,-137.5108,61.68,46,100,6.17,CA,1627178964
505,Coahuayana Viejo,18.7333,-103.6833,80.24,90,65,3.02,MX,1627179157
506,Guatire,10.4762,-66.5427,75.7,95,100,2.73,VE,1627179142
507,Warrnambool,-38.3833,142.4833,46.81,78,100,22.12,AU,1627179157
508,Towada,40.6127,141.2067,84.2,59,54,6.17,JP,1627179157
509,Bengkulu,-3.8004,102.2655,81.73,67,1,1.21,ID,1627179158
510,Paita,-5.0892,-81.1144,65.26,85,39,8.28,PE,1627179158
511,Puerto del Rosario,28.5004,-13.8627,71.35,73,14,11.5,ES,1627179158
512,Mt. Pleasant,32.7941,-79.8626,79.0,81,75,1.99,US,1627179158
513,Seydi,39.4816,62.9137,87.94,15,0,9.95,TM,1627179159
514,Sandomierz,50.6827,21.749,64.92,82,87,4.0,PL,1627179159
515,Sahuaripa,29.05,-109.2333,73.58,87,100,4.5,MX,1627179159
516,Palmeira das Missões,-27.8994,-53.3136,59.7,64,24,7.83,BR,1627179064
517,Charters Towers,-20.1,146.2667,73.51,23,29,14.23,AU,1627179159
518,Hede,33.7681,120.2517,81.43,82,100,14.81,CN,1627179160
519,Kruisfontein,-34.0033,24.7314,46.51,39,14,8.88,ZA,1627179160
520,Gazojak,41.1875,61.4036,90.5,12,0,6.67,TM,1627179160
521,Grindavik,63.8424,-22.4338,48.56,93,75,8.05,IS,1627178952
522,Wahiawā,21.5028,-158.0236,82.72,74,90,13.8,US,1627179160
523,Panabá,21.2833,-88.2667,77.68,87,98,7.43,MX,1627179161
524,Ntchisi,-13.5278,33.9149,46.6,84,79,6.51,MW,1627179161
525,Gohpur,26.8833,93.6333,83.35,84,100,6.69,IN,1627179161
526,Emba,48.8264,58.1442,70.0,44,0,9.22,KZ,1627178955
527,Guerrero Negro,27.9769,-114.0611,70.34,80,100,15.08,MX,1627179134
528,Synya,65.3718,58.0387,43.81,92,53,5.59,RU,1627179162
529,Yamada,39.4667,141.95,81.39,70,31,8.9,JP,1627179162
530,São João da Barra,-21.6403,-41.0511,68.97,72,0,12.5,BR,1627178967
531,Hegra,63.4644,11.114,59.5,94,0,6.91,NO,1627179162
532,Vanimo,-2.6741,141.3028,73.13,93,100,11.52,PG,1627179162
533,Hambantota,6.1241,81.1185,81.19,77,86,15.99,LK,1627179163
534,Värnamo,57.186,14.04,58.75,90,0,5.1,SE,1627179163
535,Lompoc,34.6391,-120.4579,77.14,80,90,11.5,US,1627179163
536,Camacha,33.0833,-16.3333,70.54,78,40,10.36,PT,1627179163
537,Eureka,40.8021,-124.1637,61.12,82,29,4.45,US,1627179164
538,Maniwaki,46.3834,-75.966,60.42,93,100,10.71,CA,1627179106
539,Kupang,-10.1667,123.5833,82.98,51,20,4.61,ID,1627179153
540,Ende,-8.8432,121.6623,84.31,52,68,3.09,ID,1627179164
541,Luchegorsk,46.4764,134.2569,89.55,46,100,8.21,RU,1627179164
542,Caceres,39.522,-6.3748,63.81,57,98,6.2,ES,1627179164
543,Rio Branco,-9.9747,-67.81,74.01,88,0,2.3,BR,1627179165
544,Hobyo,5.3505,48.5268,76.46,80,88,23.53,SO,1627179165
545,Sibolga,1.7427,98.7792,83.21,65,82,0.25,ID,1627179165
546,Mercedes,-34.6515,-59.4307,59.86,97,98,5.06,AR,1627179165
547,Orcopampa,-15.2661,-72.3417,44.11,42,85,3.13,PE,1627179166
548,Nueve de Julio,-35.4444,-60.8831,51.71,96,50,7.81,AR,1627179000
549,Arrondissement de Lannion,48.75,-3.4167,60.78,94,90,6.91,FR,1627179166
550,Epe,6.5841,3.9834,72.7,88,8,3.27,NG,1627179166
551,Krasnoshchekovo,51.6708,82.7289,70.2,77,6,4.36,RU,1627179167
552,Gigmoto,13.7796,124.39,85.98,73,100,13.73,PH,1627179167
553,Amuntai,-2.4177,115.2494,85.03,55,9,1.21,ID,1627179167
554,Solnechnyy,50.7214,136.6319,92.61,34,65,10.8,RU,1627179168
555,Gornyy,55.1153,83.9059,71.8,83,8,3.22,RU,1627179168
556,Āsind,25.7333,74.3333,79.0,82,99,16.28,IN,1627179168
557,Khasan,42.4308,130.6434,80.15,76,22,9.57,RU,1627179169
558,Petropavlovka,50.6114,105.3196,70.48,53,7,3.74,RU,1627179169
559,Natal,-5.795,-35.2094,72.25,83,0,5.75,BR,1627179169
560,Port Lincoln,-34.7333,135.8667,58.69,75,62,26.87,AU,1627179170
561,Médéa,36.2642,2.7539,72.05,26,61,3.65,DZ,1627179170
562,Caravelas,-17.7125,-39.2481,68.41,67,3,5.77,BR,1627179170
563,Isparta Province,38.0,31.0,59.76,50,67,9.44,TR,1627179170
564,Pohrebyshche,49.4864,29.2636,65.98,66,100,1.32,UA,1627179171
565,Usinsk,65.9939,57.5281,44.38,86,11,11.21,RU,1627179171
